Treatment,Lasso,6.40983854337622,(Intercept),(Intercept),Low
Treatment,Lasso,-0.0015695870988589,OTU_74,k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Brevibacteriaceae: g__Brevibacterium: s__paucivorans,High
Treatment,Lasso,6.61226726466388e-05,OTU_40317,k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Streptophyta: f__: g__: s__,Low
Treatment,Lasso,-0.00163602447922507,OTU_3735,k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Pseudomonadaceae: g__Pseudomonas: s__viridiflava,High
Treatment,Lasso,-0.000246951146193422,OTU_161,k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__: g__: s__,High
Treatment,Lasso,0.000275191259374288,OTU_1721,k__Bacteria: p__Firmicutes: c__Bacilli: o__Bacillales: f__Staphylococcaceae: g__Staphylococcus: s__sciuri,Low
Treatment,Lasso,-0.0160287583687637,OTU_5128,k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Enterobacteriales: f__Enterobacteriaceae: g__Morganella: s__,High
Treatment,Lasso,-0.000206180444994112,OTU_16,k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__,High
Treatment,Lasso,0.000280427532479558,OTU_76,k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__Prevotellaceae: g__Prevotella: s__,Low
Treatment,Lasso,0.000872313152770033,OTU_15259,k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Neisseriales: f__Neisseriaceae: g__Neisseria: s__,Low
Treatment,Lasso,-0.000157180283745182,OTU_4,k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Streptococcaceae: g__Streptococcus: s__,High
Treatment,Lasso,-9.36400260064182e-05,OTU_6,k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Acinetobacter: s__,High
